BonefishCooked_CardDescription,Tasty and nutritious.
BonefishCooked_CardInteractions[0].ActionName,Make Bait
BonefishCooked_DismantleActions[0].ActionName,Eat Fish
BonefishMeat_CardName,Bonefish Meat
BonefishMeat_CardDescription,Would taste better cooked.
BonefishMeat_CardInteractions[0].ActionName,Salt
BonefishMeat_CardInteractions[1].ActionName,Make Bait
BonefishMeat_DismantleActions[0].ActionName,Eat Fish
BonefishSmoked_CardName,Smoked Bonefish
BonefishSmoked_CardDescription,Tasty and nutritious. Should last longer than if it were just cooked.
BonefishSmoked_CardInteractions[0].ActionName,Make Bait
BonefishSmoked_DismantleActions[0].ActionName,Eat Fish
Bonemeal_CardName,Bonemeal
Bonemeal_CardDescription,Useful as fertilizer.
BrimstoneGel_CardName,Brimstone Gel
BrimstoneGel_CardDescription,A great disinfectant for your wounds.
BugRepellent_CardName,Bug Repellent
BugRepellent_CardDescription,It should help treat bug bites and keep insects away.
BugRepellent_DismantleActions[0].ActionName,Apply
Bugs_CardName,Bugs
Bugs_CardDescription,Could use them as bait.
Bugs_DismantleActions[0].ActionName,Eat
Butter_CardName,Butter
Butter_CardDescription,A bar of butter.
Butter_UsageDurability.OnZero.ActionDescription,Butter used up!
Butter_DismantleActions[0].ActionName,Eat
CharredRemains_CardName,Charred Remains
CharredRemains_CardDescription,This unrecognizable burnt mess is probably not even edible.
CharredRemains_DismantleActions[0].ActionName,Eat Charred Remains
CharredRemains_DismantleActions[1].ActionName,Throw away
Chilies_CardName,Chillies
Chilies_CardDescription,Hot!
Chilies_Progress.OnFull.ActionDescription,Chilies dried up!
Chilies_DismantleActions[0].ActionName,Eat
ChiliesDried_CardName,Dried Chilies
ChiliesDried_CardDescription,Hot!
ChiliesDried_CardInteractions[0].ActionName,Grind
ChiliesDried_DismantleActions[0].ActionName,Eat
ChiliPowder_CardName,Chilli Powder
ChiliPowder_CardDescription,"Very spicy, could be used for cooking."
ChinaRoseFlowers_CardName,China Rose
ChinaRoseFlowers_CardDescription,"Beatiful and edible flowers, could wear them or make them into tea too."
ChinaRoseFlowers_CardInteractions[0].ActionName,Soak
ChinaRoseFlowers_DismantleActions[0].ActionName,Eat
CobraDead_CardName,Dead Cobra
CobraDead_CardDescription,A dead snake. Should skin it first.
CobraDead_CardInteractions[0].ActionName,Skin
CobraDead_CardInteractions[1].ActionName,Skin
CoconutMeat_CardName,Coconut Meat
CoconutMeat_CardDescription,Tasty.
CoconutMeat_CardInteractions[0].ActionName,Make Coconut Milk
CoconutMeat_DismantleActions[0].ActionName,Eat
CoconutMeatCooked_CardName,Roasted Coconut Meat
CoconutMeatCooked_CardDescription,Tasty.
CoconutMeatCooked_DismantleActions[0].ActionName,Eat
CoffeeBeans_CardName,Coffee Beans
CoffeeBeans_CardDescription,I should roast them first if I want to make coffee with them.
CoffeeBerries_CardName,Coffee Berries
CoffeeBerries_CardDescription,Could eat them and also use their seeds to make coffee.
CoffeeBerries_DismantleActions[0].ActionName,Eat
CoffeeBerries_DismantleActions[1].ActionName,Harvest Beans
CoffeeBerryPulp_CardName,Coffee Berry Pulp
CoffeeBerryPulp_CardDescription,It's edible.
CoffeeBerryPulp_DismantleActions[0].ActionName,Eat
CoffeeRoastedBeans_CardName,Roasted Coffee Beans
CoffeeRoastedBeans_CardDescription,Add hot water and Voila! Coffee!
CoffeeRoastedBeans_CardInteractions[0].ActionName,Make Coffee
ConchMeat_CardName,Conch Meat
ConchMeat_CardDescription,"Quite rubbery and hard to eat, would taste better after being hammered and cooked."
ConchMeat_CardInteractions[0].ActionName,Soften
ConchMeat_DismantleActions[0].ActionName,Eat
ConchMeatCooked_CardName,Cooked Conch Meat
ConchMeatCooked_CardDescription,Quite rubbery and cooked. Would have tasted better if I had softened its meat before cooking it.
ConchMeatCooked_DismantleActions[0].ActionName,Eat
ConchMeatSoft_CardName,Soft Conch Meat
ConchMeatSoft_CardDescription,"Not as rubbery as before but still slimy, should cook it for extra nutrition and flavour."
ConchMeatSoft_DismantleActions[0].ActionName,Eat
ConchMeatSoftCooked_CardName,Cooked Soft Conch Meat
ConchMeatSoftCooked_CardDescription,Tasty mollusk meat.
ConchMeatSoftCooked_DismantleActions[0].ActionName,Eat
Crab_CardName,Crab
Crab_CardDescription,"Edible, would taste better cooked."
Crab_DismantleActions[0].ActionName,Eat Crab
CrabCooked_CardName,Cooked Crab
CrabCooked_CardDescription,"Very tasty, just wish it had a bit more meat."
CrabCooked_DismantleActions[0].ActionName,Eat Crab
Egg_CardName,Egg
Egg_CardDescription,"Edible, would taste better cooked."
Egg_DismantleActions[0].ActionName,Eat
EggBoiled_CardName,Boiled Egg
EggBoiled_CardDescription,Boiled and tasty.
EggBoiled_DismantleActions[0].ActionName,Eat
EggCooked_CardName,Roasted Egg
EggCooked_CardDescription,A tasty egg.
EggCooked_DismantleActions[0].ActionName,Eat
EggPartridgeFertilized_CardName,Fertilized Egg
EggPartridgeFertilized_CardDescription,"Edible, would taste better cooked."
EggPartridgeFertilized_DismantleActions[0].ActionName,Eat
Fat_CardName,Fat
Fat_CardDescription,A chunk of fat.
Fat_UsageDurability.OnZero.ActionDescription,Fat used up!
Fat_Progress.OnZero.ActionDescription,Fat used up!
Fat_CardInteractions[0].ActionName,Soak
Fat_DismantleActions[0].ActionName,Eat
FeedBird_CardName,Bird Feed
FeedBird_CardDescription,"Bird food, perfect for the feeder."
FeedGoat_CardName,Goat Feed
FeedGoat_CardDescription,"Goat food, perfect for the feeding trough."
FishBait_CardName,Fish Bait
FishBait_CardDescription,Artificial bait for fishing.
FishDried_CardName,Dried Fish
FishDried_CardDescription,"Dry, but tasty. It should last for a good while!"
FishDried_CardInteractions[0].ActionName,Make Bait
FishDried_DismantleActions[0].ActionName,Eat Fish
FishSalted_CardName,Salted Fish
FishSalted_CardDescription,"Salty, but tasty. It practically lasts forever!"
FishSalted_CardInteractions[0].ActionName,Make Bait
FishSalted_DismantleActions[0].ActionName,Eat Fish
FishSaltedDrying_CardName,Drying Salted Fish
FishSaltedDrying_CardDescription,Should wait a few days for it to get ready.
FishSaltedDrying_CardInteractions[0].ActionName,Make Bait
FishSaltedDrying_DismantleActions[0].ActionName,Eat Fish
FishScraps_CardName,Fish Scraps
FishScraps_CardDescription,"Fish leftovers, could use them as bait."
FishScraps_DismantleActions[0].ActionName,Eat Scraps
FishScrapsCooked_CardName,Cooked Fish Scraps
FishScrapsCooked_CardDescription,Oh well... it's something. Can still use it as bait.
FishScrapsCooked_DismantleActions[0].ActionName,Eat Scraps
FishSlices_CardName,Fish Slices
FishSlices_CardDescription,"Small fish slices, could use them as bait."
FishSlices_DismantleActions[0].ActionName,Eat Slices
FishSlicesCooked_CardName,Cooked Fish Slices
FishSlicesCooked_CardDescription,"Small fish slices, could use them as bait."
FishSlicesCooked_DismantleActions[0].ActionName,Eat Slices
FoodRation_CardName,Food Ration
FoodRation_CardDescription,Should keep me going for some time.
FoodRation_DismantleActions[0].ActionName,Eat
GastricPellet_CardName,Gastric Pellet
GastricPellet_CardDescription,"A disgusting ball of hair, bones and god knows what..."
GastricPellet_DismantleActions[0].ActionName,Harvest
GastricPellet_DismantleActions[0].ActionDescription,Yuck...
Ginger_CardName,Ginger
Ginger_CardDescription,Can be ground and prepared into a brew that should boost my immune system and help with stomach problems.
Ginger_Progress.OnFull.ActionDescription,Ginger dried up!
Ginger_CardInteractions[0].ActionName,Grind Root
Ginger_DismantleActions[0].ActionName,Eat
GingerDried_CardName,Dried Ginger
GingerDried_CardDescription,Can be ground and prepared into a brew that should boost my immune system and help with stomach problems.
GingerDried_Progress.OnFull.ActionDescription,Ginger dried up!
GingerDried_CardInteractions[0].ActionName,Grind Root
GingerDried_DismantleActions[0].ActionName,Eat
GingerGround_CardName,Ground Ginger
GingerGround_CardDescription,Can be ground and prepared into a brew that should boost my immune system and help with stomach problems.
GingerGround_CardInteractions[0].ActionName,Soak
GingerGround_DismantleActions[0].ActionName,Eat
Goatfish_CardName,Goatfish
Goatfish_CardDescription,Would taste better cooked.
Goatfish_CardInteractions[0].ActionName,Salt
Goatfish_CardInteractions[1].ActionName,Make Bait
Goatfish_DismantleActions[0].ActionName,Eat Fish
GoatfishCooked_CardName,Cooked Goatfish
GoatfishCooked_CardDescription,Tasty and nutritious.
GoatfishCooked_CardInteractions[0].ActionName,Make Bait
GoatfishCooked_DismantleActions[0].ActionName,Eat Fish
GoatfishSmoked_CardName,Smoked Goatfish
GoatfishSmoked_CardDescription,Tasty and nutritious. Should last longer than if it were just cooked.
GoatfishSmoked_CardInteractions[0].ActionName,Make Bait
GoatfishSmoked_DismantleActions[0].ActionName,Eat Fish
GoatMeat_CardName,Goat Meat
GoatMeat_CardDescription,Would taste better cooked.
GoatMeat_CardInteractions[0].ActionName,Salt
GoatMeat_DismantleActions[0].ActionName,Eat
GoatMeatCooked_CardName,Cooked Goat Meat
GoatMeatCooked_CardDescription,Tasty!
GoatMeatCooked_DismantleActions[0].ActionName,Eat
GoatMeatDried_CardName,Dried Goat Meat
GoatMeatDried_CardDescription,"Dry, but tasty. It should last for a good while!"
GoatMeatDried_DismantleActions[0].ActionName,Eat
GoatMeatSalted_CardName,Cured Goat Meat
GoatMeatSalted_CardDescription,"Salty, and tasty!"
GoatMeatSalted_DismantleActions[0].ActionName,Eat
GoatMeatSaltedDrying_CardName,Drying Goat Meat
GoatMeatSaltedDrying_CardDescription,Should wait a few days for it to get ready.
GoatMeatSaltedDrying_DismantleActions[0].ActionName,Eat
GoatMeatSmoked_CardName,Smoked Goat Meat
GoatMeatSmoked_CardDescription,Tastes good! Should last longer than if it were just cooked.
GoatMeatSmoked_DismantleActions[0].ActionName,Eat
Grouper_CardName,Grouper
Grouper_CardInteractions[0].ActionName,Cut Meat
GrouperMeat_CardName,Grouper Meat
GrouperMeat_CardDescription,Would taste better cooked.
GrouperMeat_CardInteractions[0].ActionName,Salt Grouper
GrouperMeat_CardInteractions[1].ActionName,Cut into slices
GrouperMeat_DismantleActions[0].ActionName,Eat Grouper meat
GrouperMeatCooked_CardName,Cooked Grouper
GrouperMeatCooked_CardDescription,Tasty and nutritious.
GrouperMeatCooked_CardInteractions[0].ActionName,Cut into slices
GrouperMeatCooked_DismantleActions[0].ActionName,Eat Cooked Goatfish
GrouperMeatSmoked_CardName,Smoked Grouper
GrouperMeatSmoked_CardDescription,Tasty and nutritious. Should last longer than if it were just cooked.
GrouperMeatSmoked_CardInteractions[0].ActionName,Cut into slices
GrouperMeatSmoked_DismantleActions[0].ActionName,Eat Smoked Goatfish
Guano_CardName,Guano
Guano_CardDescription,Useful as fertilizer.
Herring_CardName,Herring
Herring_CardDescription,Would taste better cooked.
Herring_CardInteractions[0].ActionName,Salt
Herring_CardInteractions[1].ActionName,Make Bait
Herring_DismantleActions[0].ActionName,Eat Fish
HerringCooked_CardName,Cooked Herring
HerringCooked_CardDescription,Tasty and nutritious.
HerringCooked_CardInteractions[0].ActionName,Make Bait
HerringCooked_DismantleActions[0].ActionName,Eat Fish
HerringSmoked_CardName,Smoked Herring
HerringSmoked_CardDescription,Tasty and nutritious. Should last longer than if it were just cooked.
HerringSmoked_CardInteractions[0].ActionName,Make Bait
HerringSmoked_DismantleActions[0].ActionName,Eat Fish
JasmineFlowers_CardName,Jasmine Flowers
JasmineFlowers_CardDescription,They give off a great smell and can be brewed into a relaxing tea.
JasmineFlowers_CardInteractions[0].ActionName,Soak
JasmineFlowers_CardInteractions[1].ActionName,Grind
JasmineFlowers_DismantleActions[0].ActionName,Eat
JasmineFlowersGround_CardName,Ground Jasmine Flowers
JasmineFlowersGround_CardDescription,They give off a great smell and can be brewed into a relaxing tea.
JasmineFlowersGround_CardInteractions[0].ActionName,Soak
JasmineFlowersGround_CardInteractions[1].ActionName,Soak
JasmineFlowersGround_DismantleActions[0].ActionName,Eat
JujubeFruits_CardName,Jujube Fruits
JujubeFruits_CardDescription,Sweet and acidic.
JujubeFruits_DismantleActions[0].ActionName,Eat
KavaRoot_CardName,Kava Root
KavaRoot_CardDescription,Can be ground and soaked in water to make a soothing brew that should improve my mood as well as help against pain and fever.
KavaRoot_Progress.OnFull.ActionDescription,Kava Roots dried up!
KavaRoot_CardInteractions[0].ActionName,Grind Root
KavaRoot_DismantleActions[0].ActionName,Eat Root
KavaRootDried_CardName,Dried Kava Root
KavaRootDried_CardDescription,Can be ground and soaked in water to make a soothing brew that should improve my mood as well as help against pain and fever.
KavaRootDried_Progress.OnFull.ActionDescription,Kava Roots dried up!
KavaRootDried_CardInteractions[0].ActionName,Grind Root
KavaRootDried_DismantleActions[0].ActionName,Eat Root
KavaRootGround_CardName,Ground Kava Root
KavaRootGround_CardDescription,Can be mixed with water for a soothing brew that should improve my mood as well as help against pain and fever.
KavaRootGround_CardInteractions[0].ActionName,Soak
KavaRootGround_DismantleActions[0].ActionName,Eat Ground Root
KingThreadfin_CardName,King Threadfin
KingThreadfin_CardDescription,"This is one large fish, I should cut it first."
KingThreadfin_CardInteractions[0].ActionName,Cut Meat
LemonGrassGround_CardName,Ground Lemongrass
LemonGrassGround_CardDescription,Bugs don't like it.
LemonGrassGround_CardInteractions[0].ActionName,Soak
LemonGrassGround_DismantleActions[0].ActionName,Eat
LemongrassStalks_CardName,Lemongrass
LemongrassStalks_CardDescription,"Edible, tastes like lemon!"
LemongrassStalks_CardInteractions[0].ActionName,Grind
LemongrassStalks_DismantleActions[0].ActionName,Eat
Lizard_CardName,Lizard
Lizard_CardDescription,I don't think I want to eat this thing raw.
Lizard_DismantleActions[0].ActionName,Eat
LizardCooked_CardName,Roasted Lizard
LizardCooked_CardDescription,I wish it had a bit more meat.
LizardCooked_DismantleActions[0].ActionName,Eat
MacaqueCarcass_CardName,Macaque Carcass
MacaqueCarcass_CardDescription,A dead Macaque. Need a knife or sharpened stone to access its meat.
MacaqueCarcass_UsageDurability.OnZero.ActionName,Clay Deposit empty
MacaqueCarcass_CardInteractions[0].ActionName,Butcher
MacaqueCarcass_CardInteractions[1].ActionName,Butcher
MacaqueMeat_CardName,Macaque Meat
MacaqueMeat_CardDescription,Would taste better cooked.
MacaqueMeat_CardInteractions[0].ActionName,Salt
MacaqueMeat_DismantleActions[0].ActionName,Eat
MacaqueMeatCooked_CardName,Cooked Macaque Meat
MacaqueMeatCooked_CardDescription,Tasty!
MacaqueMeatCooked_DismantleActions[0].ActionName,Eat
MacaqueMeatDried_CardName,Dried Macaque Meat
MacaqueMeatDried_CardDescription,"Dry, but tasty. It should last for a good while!"
MacaqueMeatDried_DismantleActions[0].ActionName,Eat
MacaqueMeatSalted_CardName,Cured Macaque Meat
MacaqueMeatSalted_CardDescription,"Salty, and tasty!"
MacaqueMeatSalted_DismantleActions[0].ActionName,Eat
MacaqueMeatSaltedDrying_CardName,Drying Macaque Meat
MacaqueMeatSaltedDrying_CardDescription,Should wait a few days for it to get ready.
MacaqueMeatSaltedDrying_DismantleActions[0].ActionName,Eat
MacaqueMeatSmoked_CardName,Smoked Macaque Meat
MacaqueMeatSmoked_CardDescription,Tastes good! Should last longer than if it were just cooked.
MacaqueMeatSmoked_DismantleActions[0].ActionName,Eat
MacaqueWounded_CardName,Wounded Macaque
MacaqueWounded_CardDescription,A live macaque. Could put it out of its misery or nurse it back to health.
MacaqueWounded_SpoilageTime.CardStatName,Hunger
MacaqueWounded_UsageDurability.CardStatName,Thirst
MacaqueWounded_UsageDurability.OnZero.ActionName,Dead of Thirst
MacaqueWounded_FuelCapacity.CardStatName,Health
MacaqueWounded_FuelCapacity.OnFull.ActionName,Healed!
MacaqueWounded_FuelCapacity.OnFull.ActionDescription,The Macaque is healed!
MacaqueWounded_Progress.CardStatName,Stress
MacaqueWounded_SpecialDurability4.CardStatName,Poop
MacaqueWounded_CardInteractions[0].ActionName,Feed
MacaqueWounded_CardInteractions[0].RequiredReceivingDurabilities.FailMessage,Not hungry yet.
MacaqueWounded_CardInteractions[1].ActionName,Feed
MacaqueWounded_CardInteractions[1].ActionDescription,(at your own risk)
MacaqueWounded_CardInteractions[1].RequiredReceivingDurabilities.FailMessage,Not hungry yet.
MacaqueWounded_CardInteractions[2].ActionName,Give Water
MacaqueWounded_CardInteractions[2].RequiredReceivingDurabilities.FailMessage,Not thirsty yet.
MacaqueWounded_CardInteractions[3].ActionName,Put Down
MacaqueWounded_DismantleActions[0].ActionName,Let Go
MacaqueWounded_DismantleActions[0].ActionDescription,Let the animal go
MacaqueWounded_DismantleActions[1].ActionName,Pet
MacaqueWounded_DismantleActions[1].ActionDescription,(at your own risk)
MagicMushrooms_CardName,Magic Mushrooms
MagicMushrooms_CardDescription,Edible...
MagicMushrooms_DismantleActions[0].ActionName,Eat
Mango_CardName,Mango
Mango_CardDescription,A mango!
Mango_DismantleActions[0].ActionName,Eat
Manure_CardName,Manure
Manure_CardDescription,Useful as fertilizer.
MonitorMeat_CardName,Lizard Meat
MonitorMeat_CardDescription,Would taste better cooked.
MonitorMeat_DismantleActions[0].ActionName,Eat
MonitorMeatCooked_CardName,Cooked Lizard Meat
MonitorMeatCooked_CardDescription,Tasty!
MonitorMeatCooked_DismantleActions[0].ActionName,Eat
MonitorMeatDried_CardName,Dried Lizard Meat
MonitorMeatDried_CardDescription,"Salty, and so tasty!"
MonitorMeatDried_DismantleActions[0].ActionName,Eat
MonitorMeatSalted_CardName,Cured Lizard Meat
MonitorMeatSalted_CardDescription,"Salty, and so tasty!"
MonitorMeatSalted_DismantleActions[0].ActionName,Eat
MonitorMeatSaltedDrying_CardName,Drying Lizard Meat
MonitorMeatSaltedDrying_CardDescription,Should wait a few days for it to get ready.
MonitorMeatSaltedDrying_DismantleActions[0].ActionName,Eat
MonitorMeatSmoked_CardName,Smoked Lizard Meat
MonitorMeatSmoked_CardDescription,Tastes good! Should last longer than if it were just cooked.
MonitorMeatSmoked_DismantleActions[0].ActionName,Eat
Mouse_CardName,Dead Mouse
Mouse_CardDescription,A little dead mouse.
Mouse_DismantleActions[0].ActionName,Eat
MouseCooked_CardName,Roasted Mouse
MouseCooked_CardDescription,I wish it had a bit more meat.
MouseCooked_DismantleActions[0].ActionName,Eat
MouseSkinned_CardName,Skinned Mouse
MouseSkinned_CardDescription,Should probably cook it.
MouseSkinned_DismantleActions[0].ActionName,Eat
Mudskipper_CardName,Mudskipper
Mudskipper_CardDescription,I don't think I want to eat this thing raw.
Mudskipper_DismantleActions[0].ActionName,Eat
MudskipperCooked_CardName,Roasted Mudskipper
MudskipperCooked_CardDescription,I wish it had a bit more meat.
MudskipperCooked_DismantleActions[0].ActionName,Eat
NipaSeeds_CardName,Nipa Seeds
NipaSeeds_CardDescription,Nice.
NipaSeeds_DismantleActions[0].ActionName,Eat
OysterMeat_CardName,Oyster Meat
OysterMeat_CardDescription,Should cook it for extra nutrition and flavour.
OysterMeat_DismantleActions[0].ActionName,Eat
OysterMeatBaked_CardName,Butter Baked Oyster
OysterMeatBaked_CardDescription,Wow!
OysterMeatBaked_DismantleActions[0].ActionName,Eat
OysterMeatCooked_CardName,Cooked Oyster
OysterMeatCooked_CardDescription,Tasty mollusk meat.
OysterMeatCooked_DismantleActions[0].ActionName,Eat
Painkillers_CardName,Painkillers
Painkillers_CardDescription,Should reduce pain.
Painkillers_DismantleActions[0].ActionName,Take
ParrotFish_CardName,Parrot Fish
ParrotFish_CardDescription,Would taste better cooked.
ParrotFish_CardInteractions[0].ActionName,Salt
ParrotFish_CardInteractions[1].ActionName,Make Bait
ParrotFish_DismantleActions[0].ActionName,Eat Fish
ParrotFishCooked_CardName,Cooked Parrot Fish
ParrotFishCooked_CardDescription,Tasty and nutritious.
ParrotFishCooked_CardInteractions[0].ActionName,Make Bait
ParrotFishCooked_DismantleActions[0].ActionName,Eat Fish
ParrotFishSmoked_CardName,Smoked Parrot Fish
ParrotFishSmoked_CardDescription,Tasty and nutritious. Should last longer than if it were just cooked.
ParrotFishSmoked_CardInteractions[0].ActionName,Make Bait
ParrotFishSmoked_DismantleActions[0].ActionName,Eat Fish
PartridgeCarcass_CardName,Partridge Carcass
PartridgeCarcass_CardDescription,This partridge has been dead for some time.
PartridgeCarcass_UsageDurability.OnZero.ActionName,Clay Deposit empty
PartridgeCarcass_DismantleActions[0].ActionName,Harvest
PartridgeChick_CardName,Chick
PartridgeChick_CardDescription,A baby partridge.
PartridgeChick_UsageDurability.OnZero.ActionName,Clay Deposit empty
PartridgeChick_FuelCapacity.OnFull.ActionDescription,A chick has matured.
PartridgeChick_CardInteractions[0].ActionName,Feed
PartridgeChick_CardInteractions[0].RequiredReceivingDurabilities.FailMessage,Not hungry yet.
PartridgeChick_CardInteractions[1].ActionName,Feed
PartridgeChick_CardInteractions[1].RequiredReceivingDurabilities.FailMessage,Not hungry yet.
PartridgeChick_DismantleActions[0].ActionName,Kill
PartridgeChickDead_CardName,Dead Chick
PartridgeChickDead_CardDescription,Poor baby.
PartridgeChickDead_DismantleActions[0].ActionName,Eat
PartridgeDead_CardName,Dead Partridge
PartridgeDead_CardDescription,A fresh partridge. Need a knife or sharpened stone to access its meat.
PartridgeDead_UsageDurability.OnZero.ActionName,Clay Deposit empty
PartridgeDead_CardInteractions[0].ActionName,Cut Open
PartridgeDead_CardInteractions[1].ActionName,Cut Open
PartridgeFemaleEnclosure_CardName,Partridge
PartridgeFemaleEnclosure_CardDescription,My own little partridge. Should feed it every day and check it for eggs.
PartridgeFemaleEnclosure_UsageDurability.OnZero.ActionName,Clay Deposit empty
PartridgeFemaleEnclosure_CardInteractions[0].ActionName,Feed
PartridgeFemaleEnclosure_CardInteractions[0].RequiredReceivingDurabilities.FailMessage,Not hungry yet.
PartridgeFemaleEnclosure_CardInteractions[1].ActionName,Feed
PartridgeFemaleEnclosure_CardInteractions[1].RequiredReceivingDurabilities.FailMessage,Not hungry yet.
PartridgeFemaleEnclosure_CardInteractions[2].ActionName,Cut Open
PartridgeFemaleEnclosure_DismantleActions[0].ActionName,Kill
PartridgeFemaleEnclosure_DismantleActions[1].ActionName,Pick Up
PartridgeFemaleEnclosure_CookingConditions.CookingPausedNotification,Partridge is too stressed.
PartridgeFemaleEnclosure_CookingRecipes[0].ActionName,Lay Egg
PartridgeFemaleEnclosure_CookingRecipes[1].ActionName,Hatch Egg
PartridgeFemaleLive_CardName,Partridge
PartridgeFemaleLive_CardDescription,A live partridge. Could feed it to keep it alive or release it inside an enclosure.
PartridgeFemaleLive_UsageDurability.OnZero.ActionName,Clay Deposit empty
PartridgeFemaleLive_CardInteractions[0].ActionName,Feed
PartridgeFemaleLive_CardInteractions[0].RequiredReceivingDurabilities.FailMessage,Not hungry yet.
PartridgeFemaleLive_CardInteractions[1].ActionName,Feed
PartridgeFemaleLive_CardInteractions[1].RequiredReceivingDurabilities.FailMessage,Not hungry yet.
PartridgeFemaleLive_CardInteractions[2].ActionName,Cut Open
PartridgeFemaleLive_DismantleActions[0].ActionName,Release in Enclosure
PartridgeFemaleLive_DismantleActions[1].ActionName,Set Free
PartridgeMaleEnclosure_CardName,Male Partridge
PartridgeMaleEnclosure_CardDescription,My own little partridge. Should help me breed new birds.
PartridgeMaleEnclosure_UsageDurability.OnZero.ActionName,Clay Deposit empty
PartridgeMaleEnclosure_CardInteractions[0].ActionName,Feed
PartridgeMaleEnclosure_CardInteractions[0].RequiredReceivingDurabilities.FailMessage,Not hungry yet.
PartridgeMaleEnclosure_CardInteractions[1].ActionName,Feed
PartridgeMaleEnclosure_CardInteractions[1].RequiredReceivingDurabilities.FailMessage,Not hungry yet.
PartridgeMaleEnclosure_CardInteractions[2].ActionName,Cut Open
PartridgeMaleEnclosure_DismantleActions[0].ActionName,Kill
PartridgeMaleEnclosure_DismantleActions[1].ActionName,Pick Up
PartridgeMaleLive_CardName,Male Partridge
PartridgeMaleLive_CardDescription,A live partridge. Could feed it to keep it alive or release it inside an enclosure.
PartridgeMaleLive_UsageDurability.OnZero.ActionName,Clay Deposit empty
PartridgeMaleLive_CardInteractions[0].ActionName,Feed
PartridgeMaleLive_CardInteractions[0].RequiredReceivingDurabilities.FailMessage,Not hungry yet.
PartridgeMaleLive_CardInteractions[1].ActionName,Feed
PartridgeMaleLive_CardInteractions[1].RequiredReceivingDurabilities.FailMessage,Not hungry yet.
PartridgeMaleLive_CardInteractions[2].ActionName,Cut Open
PartridgeMaleLive_DismantleActions[0].ActionName,Release in Enclosure
PartridgeMaleLive_DismantleActions[1].ActionName,Set Free
Prawns_CardName,Prawns
Prawns_CardDescription,Could eat them or use them as bait.
Prawns_DismantleActions[0].ActionName,Eat
PrawnsCooked_CardName,Roasted Prawns
PrawnsCooked_CardDescription,Could eat them or use them as bait.
PrawnsCooked_DismantleActions[0].ActionName,Eat
Puffballs_CardName,Puffballs
Puffballs_CardDescription,Edible.
Puffballs_DismantleActions[0].ActionName,Eat
QueenBee_CardName,Queen Bee
QueenBee_CardDescription,Could start a new colony with this!
Rennet_CardName,Rennet
Rennet_CardDescription,A piece of goat stomach.
RiceCooked_CardName,Rice
RiceCooked_CardDescription,Tasty.
RiceCooked_DismantleActions[0].ActionName,Eat
RiceGrains_CardName,Rice Grain
RiceGrains_CardDescription,Can soak it on water and then boil it to make it edible.
RiceGrains_CardInteractions[0].ActionName,Soak
RiceGrains_CardInteractions[1].ActionName,Soak
RiceStalks_CardName,Rice Stalks
RiceStalks_CardDescription,Should thresh them to get the grain.
RiceStalks_DismantleActions[0].ActionName,Thresh
RottenRemains_CardName,Rotten Remains
RottenRemains_CardDescription,Eugh...
RottenRemains_DismantleActions[0].ActionName,Eat
SagoFlatbread_CardName,Sago Flatbread
SagoFlatbread_CardDescription,Tasty.
SagoFlatbread_CardInteractions[0].ActionName,Spread Jam
SagoFlatbread_CardInteractions[1].ActionName,Spread Honey
SagoFlatbread_DismantleActions[0].ActionName,Eat
SagoFlatbreadHoney_CardName,Sago Flatbread with Honey
SagoFlatbreadHoney_CardDescription,Tastier.
SagoFlatbreadHoney_DismantleActions[0].ActionName,Eat
SagoFlatbreadJam_CardName,Sago Flatbread with Jam
SagoFlatbreadJam_CardDescription,Tastier.
SagoFlatbreadJam_DismantleActions[0].ActionName,Eat
SagoFlour_CardName,Sago Flour
SagoFlour_CardDescription,Could cook it on a campfire to make flatbread or use it for more advanced recipes.
SagoFlour_DismantleActions[0].ActionName,Eat
SagoPulp_CardName,Sago Pulp
SagoPulp_CardDescription,I should let it dry to get flour.
SagoPulp_DismantleActions[0].ActionName,Eat
SagoSawdust_CardName,Sago Sawdust
SagoSawdust_CardDescription,"I should soak it, grind it and dry it to turn it into flour."
SagoSawdust_CardInteractions[0].ActionName,Soak
SagoSawdust_DismantleActions[0].ActionName,Eat
SeagullCarcass_CardName,Seagull Carcass
SeagullCarcass_CardDescription,This seagull has been dead for some time.
SeagullCarcass_UsageDurability.OnZero.ActionName,Clay Deposit empty
SeagullCarcass_DismantleActions[0].ActionName,Harvest
SeagullDead_CardName,Dead Seagull
SeagullDead_CardDescription,A fresh seagull I hunted myself. Need a knife or sharpened stone to access its meat.
SeagullDead_UsageDurability.OnZero.ActionName,Clay Deposit empty
SeagullDead_CardInteractions[0].ActionName,Cut Open
SeagullDead_CardInteractions[1].ActionName,Cut Open
SeahoundCarcass_CardName,Sea Hound Carcass
SeahoundCarcass_CardDescription,"The carcass of a large sea beast, I should cut it first."
SeahoundCarcass_CardInteractions[0].ActionName,Cut Meat
SeahoundCarcass_CardInteractions[1].ActionName,Cut Meat
SeahoundCooked_CardName,Cooked Seahound
SeahoundCooked_CardDescription,Tasty and very nutritious.
SeahoundCooked_DismantleActions[0].ActionName,Eat
Seahoundmeat_CardName,Seahound Meat
Seahoundmeat_CardDescription,Would taste better cooked.
Seahoundmeat_DismantleActions[0].ActionName,Eat
SeaKraitDead_CardName,Dead Sea Krait
SeaKraitDead_CardDescription,A dead sea krait. Should skin it first.
