"Imp_WhiteWashedWalls_CardName","Bielone ściany"
"Imp_WhiteWashedWalls_CardDescription","Czystszy i przytulniejszy."
"Baby_CardName","Niemowlę"
"Baby_CardDescription","Maleństwo, którym trzeba się opiekować."
"Baby_SpoilageTime.CardStatName","Zdrowie"
"Baby_SpoilageTime.OnZero.ActionDescription","Moje dziecko umarło..."
"Baby_SpoilageTime.OnZero.ActionLog.LogText","Moje dziecko zmarło..."
"Baby_FuelCapacity.CardStatName","Głód"
"Baby_Progress.CardStatName","Nastrój"
"Baby_DismantleActions[0].ActionName","Nakarm"
"Baby_DismantleActions[1].ActionName","Rozmawiaj"
"BeeSuit_CardName","Kombinezon pszczelarski"
"BeeSuit_CardDescription","Strój ochronny, idealny do pracy z pszczołami. <b>TRZEBA GO WYPOSAŻYĆ, ABY DAWAŁ EFEKT</b>"
"BeeSuit_DismantleActions[0].ActionName","Rozbierz na części"
"CoconutSandals_CardName","Kokosowe sandały"
"CoconutSandals_CardDescription","Niezbyt wygodne, ale trochę ochronią moje biedne stopy.\n\n<b>TRZEBA JE WYPOSAŻYĆ, ABY DAWAŁY EFEKT</b>"
"CollarTV_CardName","Obroża"
"CollarTV_CardDescription","Zaawansowane technologicznie urządzenie. Nie jestem w stanie go zdjąć. To coś mnie unieruchomi, jeśli nie uda mi się zebrać kapsułek, i zabije, jeśli nie uda mi się to trzy razy...\n\n"
"Flipflops_CardName","Klapki"
"Flipflops_CardDescription","Klapki! Niezbyt wygodne na dłuższy czas, ale przynajmniej zapewniają pewną ochronę.<b>ABY DZIAŁAŁY MUSZĄ BYĆ WYPOSAŻONE W EKWIPUNKU</b>"
"FlowerNecklace_CardName","Naszyjnik z kwiatów"
"FlowerNecklace_CardDescription","Elegancki naszyjnik z ładnych kwiatów. Podoba mi się.\n\n<b>TRZEBA GO WYPOSAŻYĆ, ABY DAWAŁ EFEKT</b>"
"FlowerNecklace_DismantleActions[0].ActionName","Rozerwij"
"FootWrappings_CardName","Onuce"
"FootWrappings_CardDescription","Ochrona stóp.\n\n<b>TRZEBA JE WYPOSAŻYĆ, ABY DAWAŁY EFEKT</b>"
"FootWrappings_DismantleActions[0].ActionName","Rozedrzyj tkaninę"
"GasMaskRustic_CardName","Maska gazowa"
"GasMaskRustic_CardDescription","Szczelna maska z filtrem. Idealna do eksploracji toksycznych obszarów.\n\n<b>TRZEBA JĄ WYPOSAŻYĆ, ABY DAWAŁA EFEKT</b>"
"GasMaskRustic_FuelCapacity.CardStatName","Wilgoć"
"GasMaskRustic_CardInteractions[0].ActionName","Uzupełnij filtr"
"Glasses_CardName","Okulary"
"Glasses_CardDescription","Okulary. Pomagą ci, jeśli masz krótkowzroczność.\n\n<b>TRZEBA JE WYPOSAŻYĆ, ABY DAWAŁY EFEKT</b>"
"HandWrappings_CardName","Owijki na dłonie"
"HandWrappings_CardDescription","Ochrona dłoni.\n\n<b>TRZEBA JE WYPOSAŻYĆ, ABY DAWAŁY EFEKT</b>"
"HandWrappings_DismantleActions[0].ActionName","Rozedrzyj tkaninę"
"HatSurvival_CardName","Kapelusz tropikalny"
"HatSurvival_CardDescription","Fajny kapelusz - powinien trochę chronić przed słońcem i deszczem.\n\n<b>TRZEBA GO WYPOSAŻYĆ, ABY DAWAŁ EFEKT</b>"
"HatWoven_CardName","Wiklinowy kapelusz"
"HatWoven_CardDescription","Fajny kapelusz - powinien trochę chronić przed słońcem i deszczem.\n\n<b>TRZEBA GO WYPOSAŻYĆ, ABY DAWAŁ EFEKT</b>"
"HawaiianShirt_CardName","Hawajska koszula"
"HawaiianShirt_CardDescription","Ależ kolorowa i radosna koszula!\n\n<b>TRZEBA JĄ WYPOSAŻYĆ, ABY DAWAŁA EFEKT</b>"
"HawaiianShirt_DismantleActions[0].ActionName","Rozedrzyj tkaninę"
"HeadWrappings_CardName","Chusta na głowę"
"HeadWrappings_DismantleActions[0].ActionName","Rozedrzyj tkaninę"
"HoodieRetromation_CardName","Bluza z kapturem"
"HoodieRetromation_CardDescription","Wygodna bluza z kapturem od Retromation! <b>TRZEBA JĄ WYPOSAŻYĆ, ABY DAWAŁA EFEKT</b>"
"HoodieRetromation_DismantleActions[0].ActionName","Rozedrzyj tkaninę"
"LeafSKirt_CardName","Spódniczka palmowa"
"LeafSKirt_CardDescription","Dla wstydliwych.\n\n<b>TRZEBA JĄ WYPOSAŻYĆ, ABY DAWAŁA EFEKT</b>"
"LeafSKirt_DismantleActions[0].ActionName","Rozerwij"
"LeatherPants_CardName","Skórzane spodnie"
"LeatherPants_CardDescription","Trochę grzeją, ale powinny dobrze ochronić moje nogi.\n\n<b>TRZEBA JE WYPOSAŻYĆ, ABY DAWAŁY EFEKT</b>"
"LeatherPants_DismantleActions[0].ActionName","Rozbierz na części"
"LeatherShoes_CardName","Skórzane buty"
"LeatherShoes_CardDescription","Solidne, skórzane buty. Powinny dobrze chronić moje stopy.\n\n<b>TRZEBA JE WYPOSAŻYĆ, ABY DAWAŁY EFEKT</b>"
"LeatherShoes_DismantleActions[0].ActionName","Rozbierz na części"
"MaskMakeshift_CardName","Prowizoryczna maska"
"MaskMakeshift_CardDescription","Ta tkanina powinna nieco neutralizować toksyczne gazy - zwłaszcza po zwilżeniu.\n\n<b>TRZEBA JĄ WYPOSAŻYĆ, ABY DAWAŁA EFEKT</b>"
"MaskMakeshift_CardInteractions[0].ActionName","Wilgoć"
"MaskMakeshift_DismantleActions[0].ActionName","Odzyskaj tkaninę"
"MilitaryBoots_CardName","Wojskowe buty"
"MilitaryBoots_CardDescription","Porządne, wojskowe buty.\n\n<b>TRZEBA JE WYPOSAŻYĆ, ABY DAWAŁY EFEKT</b>"
"MilitaryPants_CardName","Wojskowe spodnie"
"MilitaryPants_CardDescription","Zapewniają ochronę i są wygodne.\n\n<b>TRZEBA JE WYPOSAŻYĆ, ABY DAWAŁY EFEKT</b>"
"MilitaryPants_DismantleActions[0].ActionName","Rozedrzyj tkaninę"
"PantsCloth_CardName","Spodnie"
"PantsCloth_CardDescription","<b>TRZEBA WYPOSAŻYĆ, ABY UZYSKAĆ EFEKT</b>"
"PantsCloth_DismantleActions[0].ActionName","Rozedrzyj tkaninę"
"PearlNecklace_CardName","Naszyjnik z pereł"
"PearlNecklace_CardDescription","Elegancki naszyjnik z pięknych pereł!"
"PearlNecklace_DismantleActions[0].ActionName","Rozerwij"
"Raincoat_CardName","Płaszcz przeciwdeszczowy"
"Raincoat_CardDescription","Plastikowy płaszcz przeciwdeszczowy - powinien mnie ochronić przed deszczem. <b>TRZEBA GO WYPOSAŻYĆ, ABY DAWAŁ EFEKT</b>"
"Raincoat_DismantleActions[0].ActionName","Rozbierz na części"
"SeagullCharm_CardName","Mewi amulet"
"SeagullCharm_CardDescription","Amulet z duchem mewy. Powinien mi pomóc w łowieniu ryb.\n\n<b>TRZEBA GO WYPOSAŻYĆ, ABY DAWAŁ EFEKT</b>"
"SeashellNecklace_CardName","Naszyjnik z muszelek"
"SeashellNecklace_CardDescription","Elegancki naszyjnik z ładnych muszelek. Podoba mi się.\n\n<b>TRZEBA GO WYPOSAŻYĆ, ABY DAWAŁ EFEKT</b>"
"SeashellNecklace_DismantleActions[0].ActionName","Rozerwij"
"SharkHeadpiece_CardName","Korona z paszczy rekina"
"SharkHeadpiece_CardDescription","Nakrycie głowy z duchem rekina. Wzmocni mnie w walce.\n\n<b>TRZEBA JĄ WYPOSAŻYĆ, ABY DAWAŁA EFEKT</b>"
"SharkHeadpiece_DismantleActions[0].ActionName","Rozbierz na części"
"ShirtFiber_CardName","Koszula"
"ShirtFiber_CardDescription","Powinna mnie nieco ochronić przed ukąszeniami i słońcem.\n\n<b>TRZEBA JĄ WYPOSAŻYĆ, ABY DAWAŁA EFEKT</b>"
"ShirtFiber_DismantleActions[0].ActionName","Rozedrzyj tkaninę"
"Shorts_CardName","Szorty"
"Shorts_CardDescription","Wygodne.\n\n<b>TRZEBA JE WYPOSAŻYĆ, ABY DAWAŁY EFEKT</b>"
"Shorts_DismantleActions[0].ActionName","Rozedrzyj tkaninę"
"Sneakers_CardName","Adidasy"
"Sneakers_CardDescription","Wygodne.\n\n<b>TRZEBA JE WYPOSAŻYĆ, ABY DAWAŁY EFEKT</b>"
"Socks_CardName","Skarpetki"
"Socks_CardDescription","Podstawowa ochrona stóp.\n\n<b>TRZEBA JE WYPOSAŻYĆ, ABY DAWAŁY EFEKT</b>"
"Socks_DismantleActions[0].ActionName","Rozedrzyj tkaninę"
"Splint_CardName","Szyna"
"Splint_CardDescription","Pomaga szybciej wyleczyć złamania i skręcenia."
"StrawCape_CardName","Słomiana peleryna"
"StrawCape_CardDescription","Nieprzemakalna peleryna chroniąca przed pogodą.\n\n<b>TRZEBA JĄ WYPOSAŻYĆ, ABY DAWAŁA EFEKT</b>"
"StrawCape_DismantleActions[0].ActionName","Rozbierz na części"
"T-Shirt_CardName","Koszulka"
"T-Shirt_CardDescription","Powinna mnie nieco ochronić przed ukąszeniami i słońcem.\n\n<b>TRZEBA JĄ WYPOSAŻYĆ, ABY DAWAŁA EFEKT</b>"
"T-Shirt_DismantleActions[0].ActionName","Rozedrzyj tkaninę"
"Tourniquet_CardName","Opaska uciskowa"
"Tourniquet_CardDescription","Może zatrzymać krwawienie. Nie należy nosić jej dłużej niż parę godzin - grozi trwałym uszkodzeniem."
"Tourniquet_DismantleActions[0].ActionName","Rozbierz na części"
"TourniquetRustic_CardName","Improwizowana opaska uciskowa"
"TourniquetRustic_CardDescription","Może zatrzymać krwawienie. Nie należy nosić jej dłużej niż parę godzin - grozi trwałym uszkodzeniem."
"Underwear_CardName","Bielizna"
"Underwear_CardDescription","Zwykłe bokserki.\n\n<b>TRZEBA JE WYPOSAŻYĆ, ABY DAWAŁY EFEKT</b>"
"Underwear_DismantleActions[0].ActionName","Rozedrzyj tkaninę"
"AlembicUnfired_CardName","Niewypalony alembik"
"AlembicUnfired_CardDescription","Trzeba to wypalić w piecu."
"Bellows_CardName","Miech"
"Bellows_CardDescription","Powinna pomóc mi szybciej pracować z piecami i kuźniami.\n\n<b>MOŻNA ZAŁOŻYĆ NA SLOT EKWIPUNKU</b>"
"Bellows_UsageDurability.OnZero.ActionDescription","Miech się zużył."
"Canteen_CardName","Manierka"
"Canteen_CardDescription","Mogę ją napełnić wodą."
"Canteen_DismantleActions[0].ActionName","Zbieraj deszczówkę"
"ClayBowl_CardName","Gliniana miska"
"ClayBowl_CardDescription","Idealna do przechowywania wody."
"ClayBowl_DismantleActions[0].ActionName","Zbieraj deszczówkę"
"ClayBowlUnfired_CardName","Niewypalona gliniana miska"
"ClayBowlUnfired_CardDescription","Trzeba to wypalić w piecu."
"ClayBowlUnfired_CardInteractions[0].ActionName","Zrób wazę"
"ClayBowlUnfired_DismantleActions[0].ActionName","Zniszcz"
"ClayFirePitUnfired_CardName","Niewypalone gliniane palenisko"
"ClayFirePitUnfired_CardDescription","Trzeba to wypalić w piecu."
"ClayJar_CardName","Gliniany słój"
"ClayJar_CardDescription","Mały, zamykany pojemnik na płyny."
"ClayJar_CardInteractions[0].ActionName","Dodaj kwiaty"
"ClayJar_DismantleActions[0].ActionName","Zbieraj deszczówkę"
"ClayJarJasmine_CardName","Kwiaty jaśminu"
"ClayJarJasmine_CardDescription","Ładnie pachną - nie zapominaj ich podlewać, jeśli mają przetrwać dłużej."
"ClayJarJasmine_SpecialDurability1.OnZero.ActionDescription","Kwiaty zwiędły"
"ClayJarJasmine_DismantleActions[0].ActionName","Wyrzuć kwiaty"
"ClayJarJasmine_DismantleActions[1].ActionName","Zbieraj deszczówkę"
"ClayJarUnfired_CardName","Niewypalony gliniany słój"
"ClayJarUnfired_CardDescription","Trzeba to wypalić w piecu."
"ClayPotCoolerUnfired_CardName","Niewypalona gliniana lodówka"
"ClayPotCoolerUnfired_CardDescription","Trzeba to wypalić w piecu."
"ClayVase_CardName","Gliniana waza"
"ClayVase_CardDescription","Mogę ją napełnić wodą."
"ClayVase_DismantleActions[0].ActionName","Zbieraj deszczówkę"
"ClayVaseUnfinished_CardName","Niedokończona gliniana waza"
"ClayVaseUnfinished_CardDescription","Trzeba dodać więcej gliny, aby to dokończyć."
"ClayVaseUnfinished_CardInteractions[0].ActionName","Dokończ wazę"
"ClayVaseUnfinished_DismantleActions[0].ActionName","Zniszcz"
"ClayVaseUnfired_CardName","Niewypalona gliniana waza"
"ClayVaseUnfired_CardDescription","Trzeba to wypalić w piecu."
"CoconutFlask_CardName","Bukłak z kokosa"
"CoconutFlask_CardDescription","Mogę go napełnić wodą."
"CoconutFlask_CardInteractions[0].ActionName","Napełnij z racji wodnej"
"CoconutFlask_CardInteractions[1].ActionName","Napełnij z glinianej miski"
"CoconutFlask_CardInteractions[2].ActionName","Napełnij sokiem kokosowym"
"CoconutFlask_CardInteractions[3].ActionName","Napełnij sokiem kokosowym"
"CoconutFlask_CardInteractions[4].ActionName","Napełnij z kokosa"
"CoconutFlask_CardInteractions[5].ActionName","Napełnij brudną wodą"
"CoconutFlask_CardInteractions[6].ActionName","Napełnij słoną wodą"
"CoconutFlask_CardInteractions[7].ActionName","Napełnij ługiem"
"CoconutFlask_CardInteractions[8].ActionName","Napełnij mlekiem"
"CoconutFlask_CardInteractions[9].ActionName","Napełnij pieprzowym naparem"
"CoconutFlask_CardInteractions[10].ActionName","Napełnij liliowym naparem"
"CoconutFlask_CardInteractions[11].ActionName","Napełnij z pojemnika"
"CoconutFlask_CardInteractions[12].ActionName","Napełnij z pojemnika (brudna)"
"CoconutFlask_DismantleActions[0].ActionName","Zbieraj deszczówkę"
"CoconutFlaskAmbrosia_CardName","Ambrozja"
"CoconutFlaskAmbrosia_DismantleActions[0].ActionName","Wypij"
"CoconutFlaskAmbrosia_DismantleActions[1].ActionName","Wylej"
"CoconutFlaskAmbrosia_DismantleActions[2].ActionName","Umiejętności"
"CoconutShell_CardName","Skorupa kokosa"
"CoconutShell_CardDescription","Mogę go napełnić wodą."
"CoconutShell_DismantleActions[0].ActionName","Zbieraj deszczówkę"
"CookingPot_CardName","Garnek"
"CookingPot_CardDescription","Gliniany garnek, potrzebny do bardziej skomplikowanych przepisów."
"CookingPot_DismantleActions[0].ActionName","Zbieraj deszczówkę"
"CookingPotUnfired_CardName","Niewypalony garnek"
"CookingPotUnfired_CardDescription","Trzeba to wypalić w piecu."
"GlazedVase_CardName","Szkliwiona waza"
"GlazedVase_CardDescription","Pojemnik szczelny oraz wystarczająco trwały, by przechowywać w nim kwasy."
"GlazedVase_DismantleActions[0].ActionName","Zbieraj deszczówkę"
"GlazedVaseUnfired_CardName","Niewypalona szkliwiona waza"
"GlazedVaseUnfired_CardDescription","Trzeba to wypalić w piecu."
"GourdBottle_CardName","Butelka z tykwy"
"GourdBottle_CardDescription","Mogę ją napełnić wodą."
"GourdBottle_DismantleActions[0].ActionName","Zbieraj deszczówkę"
"Jerrycan_CardName","Kanister"
"Jerrycan_CardDescription","Mogę go napełnić wodą."
"Jerrycan_DismantleActions[0].ActionName","Zbieraj deszczówkę"
"JerrycanFuel_CardName","Kanister z paliwem"
"JerrycanFuel_CardDescription","Jest pełen paliwa."
"JerrycanFuel_CardInteractions[0].ActionName","Dodaj paliwa do ognia"
"JerrycanFuel_DismantleActions[0].ActionName","Wylej"
"PlasticBottle_CardName","Plastikowa butelka"
"PlasticBottle_CardDescription","Co dla kogoś jest śmieciem, dla kogo innego może być skarbem."
"PlasticBottle_CardInteractions[0].ActionName","Dodaj kwiaty"
"PlasticBottle_DismantleActions[0].ActionName","Zbieraj deszczówkę"
"PlasticBottleFull_CardName","Plastikowa butelka"
"PlasticBottleFull_CardDescription","Co dla kogoś jest śmieciem, dla kogo innego może być skarbem."
"PlasticBottleFull_CardInteractions[0].ActionName","Dodaj kwiaty"
"PlasticBottleFull_DismantleActions[0].ActionName","Zbieraj deszczówkę"
"PlasticBottleJasmine_CardName","Kwiaty jaśminu"
"PlasticBottleJasmine_CardDescription","Ładnie pachną - nie zapominaj ich podlewać, jeśli mają przetrwać dłużej."
"PlasticBottleJasmine_SpecialDurability1.OnZero.ActionDescription","Kwiaty zwiędły"
"PlasticBottleJasmine_DismantleActions[0].ActionName","Wyrzuć kwiaty"
"PlasticBottleJasmine_DismantleActions[1].ActionName","Zbieraj deszczówkę"
"Waterskin_CardName","Bukłak"
"Waterskin_CardDescription","Mogę go napełnić wodą.\n\n<b>MOŻNA WYPOSAŻYĆ</b>"
"Waterskin_DismantleActions[0].ActionName","Zbieraj deszczówkę"
"GoatCarcassFemale_CardName","Martwa koza"
"GoatCarcassFemale_CardInteractions[0].ActionName","Oskóruj"
"GoatCarcassFemale_CardInteractions[0].ActionLog.LogText","Oskórowałem kozę."
"GoatCarcassFemale_CardInteractions[1].ActionName","Oskóruj"
"GoatCarcassFemale_CardInteractions[1].ActionLog.LogText","Oskórowałem kozę."
"GoatCarcassKid_CardName","Martwe koźlątko"
"GoatCarcassKid_CardInteractions[0].ActionName","Oskóruj"
"GoatCarcassKid_CardInteractions[0].ActionLog.LogText","Oskórowałem kozę."
"GoatCarcassKid_CardInteractions[1].ActionName","Oskóruj"
"GoatCarcassKid_CardInteractions[1].ActionLog.LogText","Oskórowałem kozę."
"GoatCarcassMale_CardName","Martwa koza"
"GoatCarcassMale_CardInteractions[0].ActionName","Oskóruj"
"GoatCarcassMale_CardInteractions[0].ActionLog.LogText","Oskórowałem kozę."
"GoatCarcassMale_CardInteractions[1].ActionName","Oskóruj"
"GoatCarcassMale_CardInteractions[1].ActionLog.LogText","Oskórowałem kozę."
"GoatEnclosureFemale_CardName","Koza"
"GoatEnclosureFemale_CardDescription","Można doić z niej mleko w czasie laktacji albo zarżnąć na mięso i skóry."
"GoatEnclosureFemale_SpoilageTime.CardStatName","Głód"
"GoatEnclosureFemale_SpoilageTime.OnZero.ActionName","O nie!"
"GoatEnclosureFemale_SpoilageTime.OnZero.ActionDescription","Koza padła z głodu!"
"GoatEnclosureFemale_UsageDurability.CardStatName","Pragnienie"
"GoatEnclosureFemale_UsageDurability.OnZero.ActionName","Śmierć z pragnienia"
"GoatEnclosureFemale_FuelCapacity.CardStatName","Ciąża"
"GoatEnclosureFemale_FuelCapacity.OnFull.ActionDescription","Koza urodziła młode!"
"GoatEnclosureFemale_Progress.CardStatName","Stres"
"GoatEnclosureFemale_SpecialDurability4.CardStatName","Kupa"
"GoatEnclosureFemale_CardInteractions[0].ActionName","Nakarm"
"GoatEnclosureFemale_CardInteractions[0].RequiredReceivingDurabilities.FailMessage","Jeszcze nie chce jeść."
"GoatEnclosureFemale_CardInteractions[1].ActionName","Podaj wodę"
"GoatEnclosureFemale_CardInteractions[1].RequiredReceivingDurabilities.FailMessage","Jeszcze nie chce pić."
"GoatEnclosureFemale_CardInteractions[2].ActionName","Zabij"
"GoatEnclosureFemale_DismantleActions[0].ActionName","Uwolnij"
"GoatEnclosureFemale_DismantleActions[1].ActionName","Podnieś"
"GoatEnclosureFemale_DismantleActions[2].ActionName","Pogłaszcz"
"GoatEnclosureKid_CardName","Koźlątko"
"GoatEnclosureKid_CardDescription","Można je zabić na mięso i skóry albo poczekać, aż dorośnie."
"GoatEnclosureKid_SpoilageTime.CardStatName","Głód"
"GoatEnclosureKid_UsageDurability.CardStatName","Pragnienie"
"GoatEnclosureKid_UsageDurability.OnZero.ActionName","Śmierć z pragnienia"
"GoatEnclosureKid_FuelCapacity.CardStatName","Wzrost"
"GoatEnclosureKid_Progress.CardStatName","Stres"
"GoatEnclosureKid_CardInteractions[0].ActionName","Nakarm"
"GoatEnclosureKid_CardInteractions[0].RequiredReceivingDurabilities.FailMessage","Jeszcze nie chce jeść."
"GoatEnclosureKid_CardInteractions[1].ActionName","Podaj wodę"
"GoatEnclosureKid_CardInteractions[1].RequiredReceivingDurabilities.FailMessage","Jeszcze nie chce pić."
"GoatEnclosureKid_CardInteractions[2].ActionName","Zabij"
"GoatEnclosureKid_DismantleActions[0].ActionName","Uwolnij"
"GoatEnclosureKid_DismantleActions[1].ActionName","Podnieś"
"GoatEnclosureKid_DismantleActions[2].ActionName","Pogłaszcz"
"GoatEnclosureLactating_CardName","Koza dojna"
"GoatEnclosureLactating_CardDescription","Trzeba ją doić codziennie."
"GoatEnclosureLactating_SpoilageTime.CardStatName","Głód"
"GoatEnclosureLactating_UsageDurability.CardStatName","Pragnienie"
"GoatEnclosureLactating_UsageDurability.OnZero.ActionName","Śmierć z pragnienia"
"GoatEnclosureLactating_FuelCapacity.CardStatName","Mleko"
"GoatEnclosureLactating_Progress.CardStatName","Stres"
"GoatEnclosureLactating_SpecialDurability1.CardStatName","Laktacja"
"GoatEnclosureLactating_SpecialDurability1.OnZero.ActionName","Zakończ laktację"
"GoatEnclosureLactating_SpecialDurability1.OnZero.ActionDescription","Koza już nie daje mleka."
"GoatEnclosureLactating_SpecialDurability4.CardStatName","Kupa"
"GoatEnclosureLactating_CardInteractions[0].ActionName","Nakarm"
"GoatEnclosureLactating_CardInteractions[0].RequiredReceivingDurabilities.FailMessage","Jeszcze nie chce jeść."
"GoatEnclosureLactating_CardInteractions[1].ActionName","Podaj wodę"
"GoatEnclosureLactating_CardInteractions[1].RequiredReceivingDurabilities.FailMessage","Jeszcze nie chce pić."
"GoatEnclosureLactating_CardInteractions[2].ActionName","Zabij"
"GoatEnclosureLactating_CardInteractions[3].ActionName","Mleko"
"GoatEnclosureLactating_CardInteractions[3].RequiredReceivingDurabilities.FailMessage","Jeszcze nie pora na dojenie"
"GoatEnclosureLactating_DismantleActions[0].ActionName","Uwolnij"
"GoatEnclosureLactating_DismantleActions[1].ActionName","Podnieś"
"GoatEnclosureLactating_DismantleActions[2].ActionName","Pogłaszcz"
"GoatEnclosureMale_CardName","Kozioł"
"GoatEnclosureMale_CardDescription","Można go zabić dla mięsa i skóry lub pozwolić mu zapłodnić kozy i rozmnażać stado."
"GoatEnclosureMale_SpoilageTime.CardStatName","Głód"
"GoatEnclosureMale_UsageDurability.CardStatName","Pragnienie"
"GoatEnclosureMale_UsageDurability.OnZero.ActionName","Śmierć z pragnienia"
"GoatEnclosureMale_FuelCapacity.CardStatName","Ciąża"
"GoatEnclosureMale_Progress.CardStatName","Stres"
"GoatEnclosureMale_SpecialDurability4.CardStatName","Kupa"
"GoatEnclosureMale_CardInteractions[0].ActionName","Nakarm"
"GoatEnclosureMale_CardInteractions[0].RequiredReceivingDurabilities.FailMessage","Jeszcze nie chce jeść."
"GoatEnclosureMale_CardInteractions[1].ActionName","Podaj wodę"
"GoatEnclosureMale_CardInteractions[1].RequiredReceivingDurabilities.FailMessage","Jeszcze nie chce pić."
"GoatEnclosureMale_CardInteractions[2].ActionName","Zabij"
"GoatEnclosureMale_DismantleActions[0].ActionName","Uwolnij"
"GoatEnclosureMale_DismantleActions[1].ActionName","Podnieś"
"GoatEnclosureMale_DismantleActions[2].ActionName","Pogłaszcz"
"GoatSkinned_CardName","Oskórowana koza"
"GoatSkinned_CardDescription","Gotowa do oprawienia."
"GoatSkinned_UsageDurability.CardStatName","Mięso"
"GoatSkinned_CardInteractions[0].ActionName","Opraw"
"GoatSkinned_CardInteractions[0].ActionLog.LogText","Koza oprawiona."
"GoatSkinned_CardInteractions[1].ActionName","Opraw"
"GoatSkinned_CardInteractions[1].ActionLog.LogText","Koza oprawiona."
"GoatSkinnedKid_CardName","Oskórowane koźlę"
"GoatSkinnedKid_CardDescription","Gotowe do oprawienia. Można pozyskać podpuszczkę na ser z jego żołądka."
"GoatSkinnedKid_UsageDurability.CardStatName","Mięso"
"GoatSkinnedKid_CardInteractions[0].ActionName","Opraw"
"GoatSkinnedKid_CardInteractions[0].ActionLog.LogText","Koza oprawiona."
"GoatSkinnedKid_CardInteractions[1].ActionName","Opraw"
"GoatSkinnedKid_CardInteractions[1].ActionLog.LogText","Koza oprawiona."
"GoatTiedFemale_CardName","Koza"
"GoatTiedFemale_CardDescription","Żywa koza. Można ją karmić związaną albo wypuścić do zagrody."
"GoatTiedFemale_SpoilageTime.CardStatName","Głód"
"GoatTiedFemale_UsageDurability.CardStatName","Pragnienie"
"GoatTiedFemale_UsageDurability.OnZero.ActionName","Śmierć z pragnienia"
"GoatTiedFemale_Progress.CardStatName","Stres"
"GoatTiedFemale_CardInteractions[0].ActionName","Nakarm"
"GoatTiedFemale_CardInteractions[0].RequiredReceivingDurabilities.FailMessage","Jeszcze nie chce jeść."
"GoatTiedFemale_CardInteractions[1].ActionName","Podaj wodę"
"GoatTiedFemale_CardInteractions[1].RequiredReceivingDurabilities.FailMessage","Jeszcze nie chce pić."
"GoatTiedFemale_CardInteractions[2].ActionName","Zabij"
"GoatTiedFemale_DismantleActions[0].ActionName","Wypuść do zagrody"
"GoatTiedFemale_DismantleActions[1].ActionName","Uwolnij"
"GoatTiedFemaleLactating_CardName","Koza dojna"
"GoatTiedFemaleLactating_CardDescription","Żywa koza. Można ją karmić związaną albo wypuścić do zagrody."
"GoatTiedFemaleLactating_SpoilageTime.CardStatName","Głód"
"GoatTiedFemaleLactating_UsageDurability.CardStatName","Pragnienie"
"GoatTiedFemaleLactating_UsageDurability.OnZero.ActionName","Śmierć z pragnienia"
"GoatTiedFemaleLactating_FuelCapacity.CardStatName","Mleko"
"GoatTiedFemaleLactating_Progress.CardStatName","Stres"
"GoatTiedFemaleLactating_SpecialDurability1.CardStatName","Laktacja"
"GoatTiedFemaleLactating_SpecialDurability1.OnZero.ActionName","Zakończ laktację"
"GoatTiedFemaleLactating_SpecialDurability1.OnZero.ActionDescription","Koza już nie daje mleka."
"GoatTiedFemaleLactating_CardInteractions[0].ActionName","Nakarm"
"GoatTiedFemaleLactating_CardInteractions[0].RequiredReceivingDurabilities.FailMessage","Jeszcze nie chce jeść."
"GoatTiedFemaleLactating_CardInteractions[1].ActionName","Podaj wodę"
"GoatTiedFemaleLactating_CardInteractions[1].RequiredReceivingDurabilities.FailMessage","Jeszcze nie chce pić."
"GoatTiedFemaleLactating_CardInteractions[2].ActionName","Zabij"
"GoatTiedFemaleLactating_DismantleActions[0].ActionName","Wypuść do zagrody"
"GoatTiedFemaleLactating_DismantleActions[1].ActionName","Uwolnij"
"GoatTiedKid_CardName","Koźlątko"
"GoatTiedKid_CardDescription","Żywa koza. Można ją karmić związaną albo wypuścić do zagrody."
"GoatTiedKid_SpoilageTime.CardStatName","Głód"
"GoatTiedKid_UsageDurability.CardStatName","Pragnienie"
"GoatTiedKid_UsageDurability.OnZero.ActionName","Śmierć z pragnienia"
"GoatTiedKid_FuelCapacity.CardStatName","Wzrost"
"GoatTiedKid_Progress.CardStatName","Stres"
"GoatTiedKid_CardInteractions[0].ActionName","Nakarm"
"GoatTiedKid_CardInteractions[0].RequiredReceivingDurabilities.FailMessage","Jeszcze nie chce jeść."
"GoatTiedKid_CardInteractions[1].ActionName","Podaj wodę"
"GoatTiedKid_CardInteractions[1].RequiredReceivingDurabilities.FailMessage","Jeszcze nie chce pić."
"GoatTiedKid_CardInteractions[2].ActionName","Zabij"
"GoatTiedKid_DismantleActions[0].ActionName","Wypuść do zagrody"
"GoatTiedKid_DismantleActions[1].ActionName","Uwolnij"
"GoatTiedMale_CardName","Kozioł"
"GoatTiedMale_CardDescription","Żywa koza. Można ją karmić związaną albo wypuścić do zagrody."
"GoatTiedMale_SpoilageTime.CardStatName","Głód"
"GoatTiedMale_UsageDurability.CardStatName","Pragnienie"
"GoatTiedMale_UsageDurability.OnZero.ActionName","Śmierć z pragnienia"
"GoatTiedMale_Progress.CardStatName","Stres"
"GoatTiedMale_CardInteractions[0].ActionName","Nakarm"
"GoatTiedMale_CardInteractions[0].RequiredReceivingDurabilities.FailMessage","Jeszcze nie chce jeść."
"GoatTiedMale_CardInteractions[1].ActionName","Podaj wodę"
